Price,Price,SMA_50,SMA_200
Ticker,IBM,,
Date,,,
2015-06-03,106.37626647949219,104.59168228149414,104.07082771301269
2015-06-04,105.41216278076172,104.67437286376953,104.01767734527589
2015-06-05,104.79862213134766,104.79201446533203,103.95928382873535
2015-06-08,103.50900268554688,104.8665901184082,103.89435039520264
2015-06-09,103.72186279296875,104.94778411865235,103.82701881408691
2015-06-10,105.75019836425781,105.04133712768555,103.77234153747558
2015-06-11,105.6625747680664,105.1601026916504,103.71492813110352
2015-06-12,104.54197692871094,105.27285949707031,103.64630435943603
2015-06-15,104.0849838256836,105.36069396972657,103.57766304016113
2015-06-16,104.44803619384766,105.43603164672851,103.51160305023194
2015-06-17,104.65461730957031,105.51512771606446,103.44565670013428
2015-06-18,105.33077239990234,105.61048110961914,103.38535858154297
2015-06-19,104.54197692871094,105.68396957397461,103.31992141723633
2015-06-22,105.00524139404297,105.76026138305664,103.26069190979004
2015-06-23,105.56241607666016,105.85366180419922,103.20265506744384
2015-06-24,104.52942657470703,105.9273959350586,103.14270122528076
2015-06-25,103.9722900390625,105.96724716186523,103.08042114257813
2015-06-26,103.58415222167969,106.01176284790039,103.01145099639892
2015-06-29,102.0252914428711,106.05566986083984,102.93413539886474
2015-06-30,101.83124542236328,106.0274740600586,102.85719757080078
2015-07-01,102.97686767578125,106.04580139160156,102.78436378479005
2015-07-02,103.3525161743164,106.05797256469727,102.70988479614257
2015-07-06,103.12710571289062,106.0049934387207,102.63476863861084
2015-07-07,103.29613494873047,105.96111099243164,102.55758701324463
2015-07-08,102.14422607421875,105.88238494873048,102.47388000488282
2015-07-09,102.57622528076172,105.77265747070312,102.39505977630616
2015-07-10,104.51696014404297,105.69578018188477,102.33050872802734
2015-07-13,106.03821563720703,105.68797424316406,102.2714497756958
2015-07-14,105.55612182617188,105.64095138549804,102.22009185791016
2015-07-15,105.50606536865234,105.58919967651367,102.1652660369873
2015-07-16,107.0523452758789,105.57943359375,102.11945880889893
2015-07-17,107.99771881103516,105.61023529052734,102.07779598236084
2015-07-20,108.44216918945312,105.63815673828125,102.04650615692138
2015-07-21,102.08792877197266,105.51783294677735,101.98424175262451
2015-07-22,100.38507843017578,105.38298461914063,101.90807014465332
2015-07-23,101.24899291992188,105.27255142211914,101.8350845336914
2015-07-24,100.00946807861328,105.11566650390625,101.76610454559327
2015-07-27,99.583740234375,104.92810607910157,101.68381206512451
2015-07-28,100.19725799560547,104.7627067565918,101.61359539031983
2015-07-29,100.8483657836914,104.6128337097168,101.5481360244751
2015-07-30,100.76695251464844,104.45607437133789,101.489654006958
2015-07-31,101.41177368164062,104.30870498657227,101.43353801727295
2015-08-03,99.35832977294922,104.12552612304688,101.3734362411499
2015-08-04,98.66349792480469,103.94247329711914,101.31571250915528
2015-08-05,98.85128021240234,103.78934463500977,101.25215610504151
2015-08-06,98.67451477050781,103.60926696777344,101.22739559173584
2015-08-07,97.91704559326172,103.41767059326172,101.21683387756347
2015-08-10,98.9459457397461,103.2724447631836,101.21582870483398
2015-08-11,98.16324615478516,103.10492889404297,101.20971519470214
2015-08-12,98.57351684570312,102.95225448608399,101.20595932006836
2015-08-13,97.8854751586914,102.78243865966797,101.19940670013428
2015-08-14,98.31472778320312,102.6404899597168,101.18969966888427
2015-08-17,98.6682357788086,102.51788223266601,101.18218906402588
2015-08-18,98.47886657714844,102.41727951049805,101.17100456237793
2015-08-19,97.17219543457031,102.28628616333008,101.153133354187
2015-08-20,96.36421203613281,102.09856643676758,101.13134498596192
2015-08-21,93.95921325683594,101.86449920654297,101.1027710723877
2015-08-24,90.56316375732422,101.58492294311523,101.05976016998291
2015-08-25,88.97877502441406,101.28279876708984,101.00654438018799
2015-08-26,92.60206604003906,101.04587936401367,100.96956314086914
2015-08-27,93.76354217529297,100.82805786132812,100.93400859832764
2015-08-28,93.41004943847656,100.58964340209961,100.89727260589599
2015-08-31,93.35322570800781,100.36586837768554,100.86451000213623
2015-09-01,90.06449127197266,100.06705337524414,100.81261962890625
2015-09-02,91.5605239868164,99.78701553344726,100.76398307800292
2015-09-03,92.65255737304688,99.54947814941406,100.72080669403076
2015-09-04,90.7083740234375,99.28419982910157,100.67491226196289
2015-09-08,92.9366226196289,99.07124923706054,100.64157829284667
2015-09-09,91.5605239868164,98.86195388793945,100.60380088806153
2015-09-10,92.28645324707031,98.6710580444336,100.56878940582276
2015-09-11,93.02500915527344,98.47202087402344,100.53367610931396
2015-09-14,91.93923950195312,98.24375534057617,100.49433712005616
2015-09-15,93.1259994506836,98.04373321533203,100.4603458404541
2015-09-16,93.68147277832031,97.85143997192382,100.42845329284668
2015-09-17,93.51107025146484,97.67877685546875,100.39765224456787
2015-09-18,91.21966552734375,97.45164566040039,100.35190807342529
2015-09-21,92.4631576538086,97.2105696105957,100.30667407989502
2015-09-22,91.169189453125,96.91318908691406,100.25642009735107
2015-09-23,90.68312072753906,96.6157290649414,100.20614204406738
2015-09-24,91.15656280517578,96.32873901367188,100.16258110046387
2015-09-25,91.79409790039062,96.02357406616211,100.11872180938721
2015-09-28,89.96353149414062,95.66289031982421,100.07336067199707
2015-09-29,89.93193817138672,95.2926856994629,100.02611377716065
2015-09-30,91.51004028320312,95.0811279296875,100.0043113708496
2015-10-01,90.63892364501953,94.88620483398438,99.98531059265137
2015-10-02,91.26387786865234,94.68650253295898,99.97452487945557
2015-10-05,94.07915496826172,94.56789627075196,99.9762113571167
2015-10-06,93.9150390625,94.45452224731446,99.95933830261231
2015-10-07,94.74193572998047,94.34541580200195,99.94403919219971
2015-10-08,96.12435150146484,94.25093551635742,99.92661296844483
2015-10-09,96.19380950927734,94.15947265625,99.90706592559815
2015-10-12,95.40473175048828,94.03933181762696,99.88486934661866
2015-10-13,94.44528198242188,93.9410708618164,99.8562712097168
2015-10-14,94.69145202636719,93.86162994384766,99.8345496749878
2015-10-15,94.74193572998047,93.77944305419922,99.81449966430664
2015-10-16,94.93134307861328,93.70457962036133,99.79419338226319
2015-10-19,94.1927719116211,93.63009414672851,99.76519653320312
2015-10-20,88.77677154541016,93.4267106628418,99.71698654174804
2015-10-21,88.95355224609375,93.24251678466797,99.68027297973633
2015-10-22,90.95452880859375,93.09013702392578,99.6567109298706
2015-10-23,91.32697296142578,92.95896697998047,99.62461460113525
2015-10-26,90.68312072753906,92.80633483886719,99.58717037200928
2015-10-27,87.02195739746094,92.57340927124024,99.5396573638916
2015-10-28,88.89672088623047,92.38176635742188,99.50037677764892
2015-10-29,88.71997833251953,92.21272201538086,99.46332824707031
2015-10-30,88.42327880859375,92.05390335083008,99.42859073638915
2015-11-02,88.6063461303711,91.94684600830078,99.386840133667
2015-11-03,89.55952453613281,91.92677322387695,99.35044170379639
2015-11-04,89.40172576904297,91.93523223876953,99.32824737548827
2015-11-05,88.3033676147461,91.84925827026368,99.29038063049316
2015-11-06,88.08672332763672,91.73572189331054,99.2499499130249
2015-11-09,86.21349334716797,91.59179077148437,99.19864128112793
